ID,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,foldChange,log10padj
WBGene00009803,171.0069367,1.391977116,0.287790294,22.76240695,1.83E-06,3.40E-05,2.624380882,4.468871631
WBGene00009804,104.5378521,1.325313553,0.33587978,15.20732251,9.63E-05,0.001075642,2.505873441,2.968332336
WBGene00009805,82.12228587,9.035732335,1.137393451,102.0552954,5.40E-24,1.30E-21,524.8394426,20.88731119
WBGene00009807,3.529796464,-3.777639588,1.743147858,4.596036939,0.032045952,0.111965167,0.072915049,0.950917066
WBGene00009809,99.5389962,-0.194959287,0.281694925,0.47852986,0.489088985,0.657806211,0.873597548,0.18190203
WBGene00009810,4.04297435,0.607522766,1.32130824,0.210255775,0.646567004,0.777857393,1.523640736,0.109100016
WBGene00009811,17.08572516,5.966159336,1.9239753,7.556092375,NA,1,62.51624996,0
WBGene00009812,2250.109602,-0.755259513,0.10403122,52.19343503,5.03E-13,3.57E-11,0.592439807,10.44689648
WBGene00009813,701.3231716,-1.379966886,0.298952918,20.58495771,5.70E-06,9.35E-05,0.384227614,4.029335206
WBGene00009814,1.725819351,2.417720644,2.012083235,1.362648606,0.243078982,1,5.343261572,0
WBGene00009816,32.68410519,-0.430841913,0.472251565,0.831054506,0.361967785,0.544411917,0.74182875,0.264072377
WBGene00009818,121.9829499,-0.184807593,0.576911236,0.102578756,0.748756701,0.851133982,0.8797664,0.07000207
WBGene00009819,14.27825118,1.664240627,0.93762932,3.035618913,0.08145548,0.209871862,3.169467835,0.678045785
WBGene00009820,160.4983535,0.889086959,0.252767437,12.24832089,0.000465677,0.0040857,1.852003672,2.388733532
WBGene00009823,248.1889709,0.176480241,0.275074061,0.411626124,0.521145301,0.684762194,1.130123345,0.164460225
WBGene00009824,189.5709279,-4.228983567,0.254315852,278.5674615,1.54E-62,3.05E-59,0.053327239,58.51542383
WBGene00009825,276.7415678,0.428517562,0.303598081,1.986518433,0.158705384,0.325231094,1.345849941,0.487807941
WBGene00009826,5.581781289,1.182210549,1.251745382,0.882533729,0.347508649,0.529704141,2.269242122,0.275966632
WBGene00009827,13.68470436,2.478466793,1.190821317,4.014412307,0.045112943,0.141671773,5.573048826,0.848716672
WBGene00009829,2329.698141,-0.14564296,0.078687234,3.424303903,0.064243321,0.179841708,0.903976417,0.745109581
WBGene00009830,37.63609956,-1.865896599,0.594807629,9.41145713,0.002156338,0.014319856,0.274352647,1.844061363
WBGene00009831,120.5492827,0.252105958,0.283075957,0.792549051,0.37333046,0.554536566,1.190944314,0.256069811
WBGene00009834,402.3074397,0.073845763,0.248265668,0.0885305,0.766053699,0.861898804,1.052518625,0.064543722
WBGene00009835,54.94350582,3.081884535,0.414586896,53.28594075,2.88E-13,2.10E-11,8.467197468,10.67862474
WBGene00009838,19.6500526,1.172418855,0.698582271,2.768163195,0.096156444,0.234147664,2.25389273,0.63051017
WBGene00009839,31.85326181,2.517143011,0.653652089,13.90003994,0.000192794,0.00194575,5.724473506,2.710913059
WBGene00009840,100.8990805,1.641619131,0.326327136,24.53339868,7.30E-07,1.51E-05,3.120158097,4.820250833
WBGene00009842,23.7089708,-0.190088585,0.406707444,0.21885975,0.639910108,0.772759368,0.876551897,0.111955722
WBGene00009843,31.6338939,-0.516324001,0.418238369,1.520597709,0.217529064,0.395088036,0.699151008,0.403306121
WBGene00009844,5.345338169,-0.476925231,1.237727019,0.147919826,0.700531225,0.816265584,0.718507325,0.088168514
WBGene00009846,21.13121371,-1.579341594,0.622525534,6.26733351,0.012298409,0.055836185,0.334634572,1.253084264
WBGene00009848,14.03543018,-0.277099152,1.01595154,0.074309705,0.7851622,0.87458885,0.82524869,0.058196063
WBGene00009849,3.671260965,2.6800936,2.603289944,0.964798185,0.325980932,0.509938579,6.408974813,0.292482131
WBGene00009850,64.33177331,0.545828676,0.335183373,2.646073046,0.103806044,0.245860503,1.459858638,0.609311235
WBGene00009851,444.9313878,0.656700452,0.225585364,8.417308885,0.003716655,0.022264801,1.57647299,1.65238118
WBGene00009852,8.280415873,0.788093695,1.21600576,0.416750065,0.518563169,0.682614723,1.726791259,0.165824349
WBGene00009854,4.958238514,1.993744351,1.333428183,2.164906974,0.141193167,0.300723816,3.982693208,0.521832176
WBGene00009856,6.550570132,4.610992444,1.510297522,9.482787655,0.002074086,0.013907697,24.43695199,1.856744775
WBGene00009857,5.67419803,2.78019797,1.682601545,2.487860735,0.114727574,0.262398605,6.86946607,0.581038479
WBGene00009859,0.131034826,0.616583851,3.533811541,-0.044651849,1,1,1.533240328,0
WBGene00009860,1.872955315,4.307003215,2.619238126,2.901477662,0.088498392,1,19.79416376,0
WBGene00009861,29.07988224,1.975904753,0.587160269,10.89142742,0.000966103,0.007503877,3.93374858,2.124714281
WBGene00009862,75.52352772,0.006932363,0.31547548,0.000486101,0.982409907,0.989718018,1.004816711,0.004488523
WBGene00009863,2.677506295,0.4085903,2.274710566,0.032382044,0.85719173,1,1.32738815,0
WBGene00009864,4.263047805,2.558289803,2.583330772,0.895228923,0.344064242,0.526835902,5.890090508,0.278324637
WBGene00009865,81.80526772,-0.105240498,0.350850431,0.090061208,0.764099357,0.860504741,0.929649956,0.065246733
WBGene00009872,1.180605096,2.741600114,3.060224053,0.779335251,0.377344521,1,6.688117132,0
WBGene00009876,27.3507042,0.111781146,0.455398285,0.060219134,0.806149925,0.888525707,1.080561471,0.051330003
WBGene00009877,127.8431382,0.685024905,0.280396931,5.932390592,0.014865063,0.063935103,1.607729735,1.194260632
WBGene00009878,2597.071357,-0.129082784,0.112479363,1.316708805,0.251183573,0.433308574,0.914412618,0.363202717
WBGene00009879,3.026939204,1.207030773,1.287774595,0.871365964,0.35057743,1,2.308620078,0
WBGene00009880,3685.982011,-0.261520381,0.076489603,11.67577069,0.000633193,0.005297225,0.834208327,2.275951586
WBGene00009881,1512.96916,-0.551632588,0.110545765,24.77158028,6.45E-07,1.37E-05,0.682247644,4.862420872
WBGene00009882,1977.116254,-0.441568838,0.122353692,12.97836413,0.000315111,0.002937021,0.736333458,2.532092889
WBGene00009883,62.23875515,-0.022490477,0.318513744,0.00520701,0.942474885,0.968137086,0.984531672,0.014063143
WBGene00009884,258.1813387,-2.129879463,1.018957358,4.026400158,0.044793424,0.140971864,0.228476951,0.850867557
WBGene00009885,144.8296189,-1.045657739,0.284270192,13.32909892,0.000261319,0.002523218,0.484424004,2.598045247
WBGene00009886,337.2955405,-0.031746974,0.245618871,0.016716203,0.897127269,0.942912069,0.978235025,0.025528805
WBGene00009887,16.72408424,-1.188749532,0.708570008,2.773794507,0.095818773,0.233468932,0.438682928,0.631770903
WBGene00009888,2194.118638,0.186690445,0.17112746,1.189135291,0.275504048,0.459560126,1.138149793,0.33765766
WBGene00009889,22.82263076,0.034933328,0.584457612,0.003809392,0.950785597,0.972706105,1.024509476,0.012018358
WBGene00009892,2.296718913,4.596189919,2.615360416,3.171763486,0.07492151,1,24.18750273,0
WBGene00009893,7.622731854,-1.86197743,1.311806112,1.918333127,0.166040532,0.333691691,0.275098956,0.476654607
WBGene00009895,5764.731822,5.616663026,0.499437737,85.54162874,2.27E-20,3.82E-18,49.06638322,17.4174495
WBGene00009896,206.742045,-0.386729449,0.318945641,1.466077496,0.225965598,0.404385012,0.764861561,0.39320495
WBGene00009897,4574.936915,0.16585214,0.216246354,0.587925958,0.443222261,0.618113791,1.1218285,0.208931567
WBGene00009898,2273.799271,1.096552952,0.193186712,31.50236036,1.99E-08,5.96E-07,2.138431437,6.225098716
WBGene00009899,232.7713075,1.274257414,0.518260191,5.871005973,0.015392254,0.065667813,2.418742878,1.182647444
WBGene00009901,5.324663242,0.183199141,1.062662214,0.029676704,0.863225836,0.921736653,1.135398815,0.035393142
WBGene00009902,168.4411892,-3.314329785,0.384722204,65.28544172,6.48E-16,6.30E-14,0.100528064,13.20073192
WBGene00009903,8.125183593,1.324359951,1.191799765,1.210910018,0.27115197,0.455404293,2.50421764,0.34160288
WBGene00009904,6.931545566,0.834365381,1.122568715,0.54709548,0.459506914,0.63273547,1.783072521,0.198777819
WBGene00009908,25.30745513,5.545126597,1.23588447,17.56363384,2.78E-05,0.000375324,46.69274815,3.425593149
WBGene00009914,3.912087205,3.744325422,2.25317806,2.446101948,0.117817122,0.266992605,13.40152638,0.573500767
WBGene00009915,1887.991349,-0.229509393,0.10381548,4.883331929,0.027117225,0.099369203,0.852924891,1.002748194
WBGene00009916,4.922316942,-0.983953334,1.232530747,0.631074212,0.42696156,0.603062457,0.505592394,0.219637707
WBGene00009917,58.19107644,0.074611384,0.291725918,0.065395227,0.798163264,0.88260848,1.053077332,0.054231904
WBGene00009918,1259.291591,-0.402402383,0.109343624,13.50774119,0.000237581,0.002328536,0.756597344,2.632917067
WBGene00009919,1844.741105,0.005864847,0.10417635,0.003196689,0.954912214,0.974570942,1.004073476,0.011186542
WBGene00009920,2167.69374,-0.310935305,0.086058725,13.03320055,0.000306017,0.002858987,0.80611898,2.543787884
WBGene00009921,2471.307647,-0.250343563,0.118359502,4.468757263,0.03452009,0.11778709,0.840696188,0.928902306
WBGene00009922,2366.761017,-0.290837639,0.119769999,5.887858351,0.01524563,0.065161447,0.817427316,1.18600928
WBGene00009923,155.6806526,-0.046703007,0.181574462,0.066201463,0.796949933,0.882083688,0.968146309,0.054490209
WBGene00009924,2264.26845,0.010496078,0.106622949,0.009697938,0.921552652,0.956442115,1.007301857,0.019341309
WBGene00009925,801.7129404,-0.091038181,0.120370665,0.572025123,0.449455307,0.623664011,0.938846901,0.205049317
WBGene00009926,464.4520627,1.833017252,0.995894004,3.183732964,0.074374636,0.198028248,3.562814206,0.703272856
WBGene00009927,19.14086291,1.26733424,0.506915175,6.215310628,0.012665013,0.057091644,2.407163674,1.243427452
WBGene00009929,44.33587883,-0.493746277,0.417433432,1.397802497,0.237091851,0.418093531,0.710178566,0.378726553
WBGene00009930,438.6891028,0.033853807,0.19480739,0.030351291,0.86169554,0.921248159,1.023743156,0.035623367
WBGene00009931,6.79374187,0.071864004,0.950659683,0.005778721,0.939404859,0.966339025,1.051073825,0.014870482
WBGene00009935,29.75677989,0.056844298,0.466449689,0.014955043,0.902668707,0.945576204,1.040187998,0.024303465
WBGene00009937,1603.660884,-0.212666175,0.108206529,3.860478814,0.049436218,0.150555911,0.862940997,0.822302189
WBGene00009938,45.29310204,-2.033571894,1.101099898,3.175080743,0.074769516,0.198812382,0.2442496,0.701556571
WBGene00009939,158.3328987,0.567858716,0.479147879,1.397081697,0.237212801,0.418167829,1.482321838,0.378649382
WBGene00009940,1268.554336,-0.096552635,0.097888332,0.973006173,0.323931591,0.507785522,0.935265169,0.294319686
WBGene00009941,6.963150768,-2.345273837,1.576025652,2.052499389,0.151956551,0.316476282,0.196789638,0.499658832
WBGene00009942,5.843636405,-0.682360732,1.215003911,0.313423805,0.575586762,0.728013193,0.623144766,0.137860751
WBGene00009943,123.3974483,0.738319328,0.45386448,2.619599599,0.105551072,0.248323197,1.668231295,0.604982708
WBGene00009944,1599.423154,-0.073633867,0.100160365,0.540537147,0.4622102,0.634527866,0.950241508,0.197549301
WBGene00009945,366.6381618,0.971223874,0.241573189,15.90624658,6.66E-05,0.000785274,1.960503033,3.104979055
WBGene00009946,810.0201468,0.013113164,0.124911199,0.011070606,0.916203665,0.953263318,1.009130787,0.020787118
WBGene00009947,189.3518916,0.350709366,0.222607654,2.476517066,0.115557897,0.263608729,1.275187476,0.579040213
WBGene00009948,62.75834562,-1.949218112,0.896399157,4.430447671,0.035303247,0.119804199,0.258956538,0.92152796
WBGene00009949,27.28448298,0.439728138,0.765167824,0.329283283,0.566081422,0.720793967,1.356348713,0.142188857
WBGene00009951,112.9244856,0.199246208,0.359969401,0.306582476,0.579784926,0.730842653,1.14809833,0.136176115
WBGene00009952,3588.295936,-0.287220535,0.133963667,4.589998346,0.032159045,0.112228777,0.81947933,0.949895771
WBGene00009953,156.3196714,0.54020013,0.250203891,4.643372776,0.031173678,0.109958996,1.454174226,0.958769232
WBGene00009956,8.989395782,-2.420128238,1.44100123,2.613087978,0.105985202,0.248864187,0.186839548,0.604037597
WBGene00009957,2028.296575,4.513509049,0.652353139,35.91737272,2.06E-09,7.53E-08,22.84028978,7.123013256
WBGene00009958,88.06190989,-0.61175733,0.382852504,2.538197517,0.111121576,0.257077146,0.6543991,0.589936531
WBGene00009959,249.6765944,-2.281914352,1.045583417,4.342136087,0.037180249,0.124523577,0.205624724,0.904748412
WBGene00009960,2.244286635,-3.041580578,1.91227458,2.420369977,0.119766641,1,0.121448739,0
WBGene00009962,36.53050829,-1.744122112,0.749199996,5.164190004,0.023057207,0.088583752,0.298515529,1.052645929
WBGene00009963,6.942186311,4.679094786,1.641078574,7.698558279,0.005526495,0.03044933,25.61815702,1.516422265
WBGene00009964,12.30538973,1.440364113,1.272432088,1.241434274,0.265194813,0.448489166,2.713893511,0.348248044
WBGene00009965,14.54792267,0.251224677,0.586193901,0.183283738,0.668566304,0.794527345,1.190217039,0.099891151
WBGene00009966,1807.536137,-0.261481984,0.082268779,10.09286215,0.001488447,0.010571246,0.83423053,1.975873836
WBGene00009968,225.0649729,-0.132070784,0.259198405,0.259586659,0.610404268,0.752088306,0.912520716,0.123731164
WBGene00009969,12.29669051,0.740543371,0.79865242,0.852583916,0.355822387,0.538259356,1.670805006,0.269008413
WBGene00009971,87.31883303,-0.395491336,0.44287298,0.795795328,0.372353478,0.5538975,0.760230422,0.256570595
WBGene00009973,884.6982393,0.176700215,0.160151305,1.217015825,0.269947094,0.454081414,1.130295673,0.342866274
WBGene00009974,2160.472253,0.049266478,0.0924874,0.283715813,0.59427602,0.741770481,1.034738689,0.129730453
WBGene00009975,3714.478597,-0.160788949,0.079834876,4.054329094,0.044058223,0.1394352,0.894535753,0.855627577
WBGene00009976,663.5786025,0.295520985,0.163222239,3.275096171,0.070338804,0.190888661,1.227328109,0.719219868
WBGene00009977,520.4915253,0.463405103,0.222156368,4.336680978,0.037299567,0.124782378,1.378792258,0.903846743
WBGene00009978,2003.494985,0.150534461,0.147548426,1.040442054,0.307718684,0.493003291,1.109980599,0.307150181
WBGene00009980,1340.757273,-0.785187141,0.1504425,26.9496801,2.09E-07,5.02E-06,0.580276681,5.299217526
WBGene00009981,257.2992182,0.019841052,0.175622593,0.013009878,0.909189554,0.949769811,1.013847774,0.022381639
WBGene00009982,552.346815,-3.548556215,0.43375053,55.5587459,9.07E-14,7.05E-12,0.085463001,11.15209534
WBGene00009983,166.6210073,4.585931183,1.711447125,5.366455221,0.020527654,0.081149391,24.01611995,1.090714733
WBGene00009984,44.75634648,1.821337303,0.697881635,6.484313497,0.010883056,0.050792938,3.534086382,1.294196664
WBGene00009987,1916.130627,-0.145248921,0.08325693,3.04273985,0.081098931,0.209251353,0.904223351,0.679331726
WBGene00009988,24.35628057,0.269695231,0.426937001,0.399743692,0.527221655,0.689490763,1.205553128,0.161471548
WBGene00009991,18.32542556,1.134098451,0.857557391,1.712971428,0.190600296,0.362944562,2.194813646,0.440159707
WBGene00009992,4692.786887,-0.031139657,0.08278359,0.141491019,0.706803214,0.820701812,0.97864691,0.085814608
WBGene00009993,3500.330276,0.049062436,0.10481083,0.21909249,0.639732267,0.772715745,1.034592355,0.111980239
WBGene00009994,720.2307826,-0.131846026,0.129741526,1.032468349,0.309579628,0.49488091,0.912662889,0.305499299
WBGene00009995,991.8737348,-0.498193909,0.187082024,7.060509092,0.00788016,0.039968354,0.707992553,1.39828374
WBGene00009996,2131.711642,0.093427455,0.069947005,1.784121077,0.181644095,0.352757775,1.066901846,0.452523405
WBGene00009998,4.877855951,2.706646425,1.525469307,2.962752705,0.085202774,0.21632542,6.528024287,0.664892445
WBGene00010000,1177.393408,-0.541211182,0.165276256,10.66892563,0.001089504,0.008248059,0.687193749,2.083648235
WBGene00010001,151.8964931,0.301821207,0.301033734,1.002853701,0.31662098,0.500937373,1.232699548,0.300216566
WBGene00010002,1841.612065,0.028193383,0.112254471,0.063075756,0.801699012,0.884999268,1.019734362,0.053057089
WBGene00010003,6.097971835,0.289380198,1.025134101,0.07936006,0.778166517,0.869664526,1.222115127,0.060648245
WBGene00010004,9.295401588,2.696566173,1.076259512,5.961487752,0.014621698,0.06317993,6.482571318,1.199420861
WBGene00010005,7.46524113,-0.25265719,1.458844241,0.030030567,0.862420892,0.921629641,0.839349058,0.035443566
WBGene00010006,970.9731725,0.292655137,0.144391503,4.101932354,0.042834231,0.136625786,1.224892498,0.864467325
WBGene00010007,2069.71105,-0.302030866,0.321334046,0.881881134,0.347686969,0.529813365,0.811109802,0.275877091
WBGene00010008,16.82385745,-0.328864931,0.723884156,0.206080801,0.64985673,0.780357861,0.796162634,0.107706191
WBGene00010009,47.82237991,0.955776373,0.329778557,8.37276507,0.003808857,0.022755214,1.939623143,1.642919078
WBGene00010010,52.84459943,0.531942274,0.348129222,2.328013886,0.127063906,0.280535629,1.445874441,0.552011975
WBGene00010011,235.9593456,0.221588457,0.158864783,1.947081804,0.162901662,0.330343713,1.166016705,0.481033955
WBGene00010012,786.813501,-0.049645767,0.16186203,0.094078545,0.759054785,0.858010007,0.96617353,0.066507647
WBGene00010013,3386.756684,-0.00463731,0.086982098,0.002842768,0.957478847,0.975759394,0.996790822,0.010657259
WBGene00010014,5.218674136,-1.025078407,2.299321723,0.195205407,0.658619059,0.78659515,0.491383593,0.104248736
WBGene00010015,2862.627746,-0.390834624,0.090511446,18.59528936,1.62E-05,0.000234941,0.762688248,3.629040706
WBGene00010018,180.8191222,0.39974484,0.336133129,1.409392908,0.2351572,0.416087754,1.319274558,0.380815066
WBGene00010019,36.28686234,1.494960212,0.408015875,13.21347941,0.000277943,0.002648229,2.818563776,2.577044414
WBGene00010028,265.517522,0.581917425,0.175655521,10.93584804,0.000943213,0.007340477,1.49683731,2.134275741
WBGene00010031,9.247539698,1.276790437,0.666934374,3.662038332,0.055665493,0.163306746,2.422993336,0.786995876
WBGene00010033,8.040825377,3.062430779,1.439050041,4.146758404,0.041714309,0.13401391,8.353789431,0.872850121
WBGene00010034,9.328057234,-1.21622144,0.928365549,1.68910534,0.193718947,0.367382013,0.430408525,0.434882111
WBGene00010035,42.4199113,-1.765135189,0.886516223,3.762990065,0.052398798,0.156869997,0.294199115,0.804460112
WBGene00010036,1694.706578,-0.152200248,0.14239841,1.142028401,0.285224124,0.46998505,0.899877017,0.327915956
WBGene00010037,3686.755808,-0.052021153,0.081649607,0.405964372,0.52402497,0.687007749,0.964584041,0.163038364
WBGene00010038,1175.303792,-0.189291732,0.109894733,2.965432547,0.085061706,0.216167237,0.877036183,0.665210128
WBGene00010039,53.83825138,1.886514598,0.714146826,6.60397294,0.010175148,0.048372402,3.697408892,1.315402348
WBGene00010040,1169.312068,-0.016141797,0.093343294,0.029958557,0.862584298,0.921629641,0.988873719,0.035443566
WBGene00010041,348.0897052,0.941774965,0.277331701,11.35853058,0.000751022,0.006094995,1.92089008,2.215026645
WBGene00010042,1461.309832,-0.162775917,0.077630356,4.394357508,0.036058044,0.12163928,0.893304592,0.914926158
WBGene00010043,14.60159977,0.701952567,0.584262502,1.440792497,0.23001114,0.409819692,1.626704913,0.387407178
WBGene00010044,3135.775082,-0.182826021,0.09625063,3.605443618,0.057590702,0.167264393,0.880975607,0.776596501
WBGene00010045,75.4998979,0.214773413,0.365761574,0.345067651,0.556918582,0.714828311,1.16052163,0.145798255
WBGene00010046,29.09016709,-2.04564269,1.010293264,3.832992122,0.050253147,0.152152914,0.242214529,0.817719726
WBGene00010047,477.6118674,1.106975602,0.270343971,16.40426971,5.12E-05,0.000627543,2.153936326,3.202356241
WBGene00010048,1389.979417,0.122680407,0.119258285,1.058021873,0.303666784,0.488934071,1.088755802,0.310749698
WBGene00010049,1086.593446,1.019904458,0.204069215,24.5130146,7.38E-07,1.53E-05,2.027784666,4.816223706
WBGene00010050,809.254582,-0.001330667,0.220868181,5.12E-05,0.994290938,0.995421742,0.999078077,0.001992878
WBGene00010051,1320.373297,0.162897842,0.179427679,0.824050797,0.363998464,0.545859896,1.119533611,0.262918812
WBGene00010052,2017.99236,-0.337988747,0.070603122,22.87885469,1.73E-06,3.21E-05,0.791143472,4.493148647
WBGene00010053,2045.447085,0.231423419,0.137876416,2.814938453,0.093390479,0.229528794,1.173992685,0.639162826
WBGene00010054,1406.443665,0.071627961,0.101745199,0.495585482,0.481446272,0.650508756,1.05090187,0.186746853
WBGene00010055,2438.425623,-0.649408467,0.162687181,15.8079194,7.01E-05,0.000823475,0.637541665,3.084349341
WBGene00010056,5768.604716,-0.076283132,0.112727994,0.457881834,0.498615568,0.665871359,0.948498152,0.176609665
WBGene00010057,72.74514834,0.078328803,0.40170666,0.038009559,0.845423945,0.912018319,1.055794315,0.039996438
WBGene00010059,166.3120209,-0.079186216,0.4502166,0.030928436,0.860400143,0.920245389,0.946591442,0.03609635
WBGene00010060,7.245733509,0.302268079,0.813597851,0.139953864,0.708326882,0.821748385,1.233081433,0.085261141
WBGene00010061,7519.130693,-0.153676735,0.088688052,3.001315784,0.083196924,0.213182442,0.898956533,0.671248566
WBGene00010062,95.41225554,-0.770232403,0.572736719,1.790531673,0.180861397,0.351884681,0.586323017,0.45359964
WBGene00010063,176.1508066,-0.115227242,0.223953341,0.265010026,0.606698904,0.749738272,0.923236878,0.125090319
WBGene00010064,399.4258674,-0.114216298,0.314084819,0.132289762,0.71606965,0.826916668,0.923884047,0.082538254
WBGene00010065,414.5362405,-0.078315308,0.366627907,0.045617859,0.830871963,0.903777185,0.947163041,0.043938626
WBGene00010066,200.0658017,-0.016996852,0.277468269,0.003808664,0.95079029,0.972706105,0.988287808,0.012018358
WBGene00010068,3.195242824,-1.045007127,1.392162403,0.560237534,0.454164552,1,0.484642514,0
WBGene00010069,3.033588541,2.165512049,1.947036286,1.17023267,0.279353438,1,4.486256317,0
WBGene00010070,2268.578401,0.536957754,0.230719441,5.385754155,0.020301811,0.080541362,1.45090972,1.093981032
WBGene00010072,25.66583989,-0.128014372,0.745182004,0.029499081,0.863631744,0.921932559,0.915090052,0.035300847
WBGene00010073,18.58849193,-0.049661253,0.470531406,0.01115125,0.915900136,0.953181955,0.966163159,0.020824188
WBGene00010074,2.459177848,-0.581263831,1.552689434,0.139717621,0.708561897,1,0.668378008,0
WBGene00010075,2645.116291,-0.248450047,0.082598063,9.03968676,0.002641809,0.016960885,0.841800314,1.770551496
WBGene00010077,997.104099,-0.110166504,0.102511316,1.154734108,0.282560323,0.467199032,0.926481129,0.330498066
WBGene00010079,236.0416979,0.210038563,0.232236559,0.816768842,0.366126577,0.548272906,1.156719102,0.261003215
WBGene00010080,1738.444548,0.015663159,0.11347272,0.019078463,0.890141778,0.939034386,1.010916024,0.027318504
WBGene00010081,673.4778994,0.03878911,0.145725854,0.070901232,0.790029078,0.877225701,1.027251267,0.056888653
WBGene00010082,43.87666388,-1.235957009,0.990532101,1.513207054,0.21865037,0.396216275,0.424560774,0.402067689
WBGene00010083,191.8333524,-0.544032083,0.509139814,1.135348277,0.28663741,0.471333516,0.685851392,0.326671677
WBGene00010084,4223.246187,-0.283387969,0.228411014,1.53681685,0.215092233,0.3924164,0.821659197,0.406252851
WBGene00010085,2127.688322,-0.514170644,0.240013827,4.565464902,0.032622819,0.113257792,0.700195335,0.945931909
WBGene00010086,286.211888,0.794783848,0.244732851,10.44194503,0.001231855,0.009096468,1.734817435,2.041127226
WBGene00010087,18.90579579,0.020167206,0.823285236,0.00065322,0.979609746,0.988137302,1.014077003,0.005182706
WBGene00010089,1321.815912,-0.001679483,0.099210263,0.000294781,0.98630165,0.991684094,0.998836548,0.003626652
WBGene00010091,33.69041133,-2.395310105,1.091533103,4.392352142,0.036100476,0.121730591,0.190081482,0.91460027
WBGene00010092,10.98381272,0.25190157,1.825753245,0.01898624,0.890405941,0.939106636,1.190775604,0.02728509
WBGene00010093,2811.467525,-0.004079918,0.138020773,0.000875944,0.976388971,0.986687977,0.997176011,0.005820164
WBGene00010094,1125.052271,-0.302759912,0.127477327,5.632001709,0.017635482,0.072864202,0.810700022,1.137485789
WBGene00010096,2319.8691,0.016393452,0.099472918,0.027176786,0.869059032,0.925481575,1.01142788,0.033632223
WBGene00010097,4263.778974,-0.032221523,0.073351721,0.192957174,0.6604667,0.788102177,0.977913305,0.103417473
WBGene00010098,9.477438521,3.323678636,1.125069197,8.266967603,0.004037288,0.02391433,10.01214119,1.621341787
WBGene00010099,2.740002164,1.653886679,1.80677269,0.813746072,0.367015036,1,3.146802597,0
WBGene00010100,8.626964436,0.749178204,1.416424352,0.27730194,0.598475098,0.744628027,1.680835112,0.128060621
WBGene00010101,8.595616212,1.43657159,1.006157472,1.984180833,0.158950657,0.325519699,2.706768661,0.487422725
WBGene00010102,13.45157141,1.568197835,1.338733714,1.320498365,0.250502629,0.432800585,2.965340625,0.363712161
WBGene00010104,11.86606168,1.799224514,1.081599933,2.657966333,0.103032391,0.244764904,3.480330982,0.611250853
WBGene00010105,14.00493569,1.8860351,0.894200909,4.254096729,0.039155766,0.128845166,3.696180214,0.889931869
WBGene00010106,5.834593113,2.444489019,1.676669644,1.978024482,0.159598678,0.326285082,5.443328181,0.486402782
WBGene00010107,17.25872869,2.414915641,1.145769989,4.117875514,0.042432333,0.135744057,5.332882867,0.867279177
WBGene00010109,98.04812921,-0.819881751,0.527213594,2.389727035,0.122134953,0.27327094,0.566488372,0.563406549
WBGene00010110,25.06635017,-0.373373092,0.610276965,0.373592346,0.541052614,0.701802432,0.771975468,0.153785131
WBGene00010111,148.6922601,-0.298805038,0.330030566,0.817967807,0.365775002,0.54795357,0.812925451,0.261256239
WBGene00010113,2285.521645,-0.060149734,0.083100868,0.523862458,0.469198702,0.640459462,0.959164565,0.193508354
WBGene00010114,34.59526654,-2.007264211,1.340407849,2.090759579,0.148192373,0.310925338,0.248744372,0.507343885
WBGene00010115,253.2594906,0.929947115,0.190113556,23.66019971,1.15E-06,2.25E-05,1.905206156,4.648675878
WBGene00010116,153.0640773,0.538554328,0.295855526,3.29709095,0.069402692,0.189251998,1.452516274,0.722959526
WBGene00010117,1232.728713,-0.65563532,0.10579222,38.15141376,6.55E-10,2.77E-08,0.634795885,7.558147804
WBGene00010118,2.625627115,-0.238866119,1.263943193,0.035687436,0.850162426,1,0.847411071,0
WBGene00010119,12.64862563,-0.441999974,0.708107167,0.388680555,0.532993775,0.694742215,0.736113444,0.158176311
WBGene00010120,29.34058876,0.215753333,0.529558609,0.165745512,0.683920921,0.804687533,1.161310158,0.094372727
WBGene00010122,4.705021927,-2.76336495,1.239059284,4.866745815,0.027379083,0.100051102,0.147280165,0.999778124
WBGene00010123,10.63968386,-1.585664778,0.769174244,4.171633707,0.041106145,0.132869619,0.333171112,0.876574312
WBGene00010124,44.11293848,-0.245707683,0.396230676,0.384311318,0.535304875,0.697123839,0.843401982,0.156690066
WBGene00010125,98.43574505,3.10863333,0.449837346,42.90736352,5.74E-11,3.00E-09,8.625650911,8.522682223
WBGene00010128,71.85020282,0.175502246,0.364679739,0.231267349,0.630585697,0.765925722,1.1293575,0.115813345
WBGene00010130,4138.143389,-0.447788503,0.102542833,18.99805759,1.31E-05,0.000195598,0.733165852,3.708634616
WBGene00010131,597.3155313,0.372244911,0.131364163,8.017559814,0.004632595,0.026614744,1.294365367,1.574877711
WBGene00010132,1362.597772,-0.392365274,0.122812205,10.18133758,0.001418692,0.010157785,0.761879491,1.993200962
WBGene00010134,293.1561686,0.843611243,0.156281877,28.92780406,7.51E-08,1.97E-06,1.79453647,5.706068524
WBGene00010135,954.5336589,-1.865353737,0.351000288,26.52899775,2.60E-07,6.05E-06,0.274455901,5.218292265
WBGene00010136,31.78692823,-2.652309358,1.033269976,5.934516541,0.014847141,0.063883938,0.159065255,1.19460832
