ID,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,foldChange,log10padj
WBGene00000001,1921.534577,0.012877325,0.095444571,0.018231741,0.892592137,0.940179646,1.008965836,0.026789155
WBGene00000002,63.08537553,0.586482879,0.531053269,1.212828531,0.270772661,0.455020979,1.501581602,0.341968579
WBGene00000003,109.9433944,0.050293174,0.237932207,0.044828562,0.832319582,0.90484417,1.035475324,0.043426207
WBGene00000004,295.1551494,0.443451607,0.250103079,3.135706236,0.076595206,0.201795029,1.35985385,0.695089536
WBGene00000005,86.7201831,-1.44966318,0.3522122,16.50095402,4.86E-05,0.000602402,0.366106888,3.220113316
WBGene00000006,125.8060098,-0.136026152,0.259571807,0.274516237,0.600318206,0.745406167,0.910022328,0.127607019
WBGene00000007,60.11638401,-0.525374487,0.613974328,0.728555474,0.393351817,0.573540033,0.69477874,0.241436263
WBGene00000008,5.811171095,-6.044657025,1.59726189,13.10000295,0.000295295,0.002783435,0.015148754,2.555418917
WBGene00000009,9.493585306,5.220304843,1.425670763,14.23960425,0.000160947,0.001670079,37.27935109,2.777262855
WBGene00000010,1051.677294,0.013540898,0.105799431,0.016391092,0.898127052,0.943188172,1.00943002,0.025401654
WBGene00000012,5.62819308,-0.584330747,1.224894736,0.226912186,0.633822909,0.768336317,0.666958663,0.114448639
WBGene00000013,6.019962382,1.716514985,0.869964161,3.896189275,0.048395763,0.148610634,3.286415714,0.827950114
WBGene00000016,61.03220742,0.40596437,0.390488605,1.07695564,0.2993796,0.484580812,1.324974294,0.314633786
WBGene00000017,124.2257201,0.535598476,0.284374021,3.533845408,0.060128184,0.171871013,1.449543347,0.764797362
WBGene00000018,563.2257008,0.142726997,0.166727861,0.732793961,0.391979053,0.572064852,1.103989918,0.242554735
WBGene00000019,21.38335233,-0.945788338,0.934356674,1.008146018,0.315347406,0.499568051,0.519145795,0.301405344
WBGene00000020,321.1004244,0.767379307,0.126982939,36.39769186,1.61E-09,6.06E-08,1.702174929,7.21785097
WBGene00000021,5.816999915,-2.014118659,1.781100742,1.20201689,0.272918939,0.457206778,0.247565355,0.33988734
WBGene00000022,353.9508936,0.605715662,0.25428459,5.63911604,0.01756406,0.072739816,1.521733436,1.1382278
WBGene00000023,27.69705188,-1.574645021,0.783512445,3.894082707,0.048456494,0.14873947,0.335725722,0.827573771
WBGene00000024,0.286739973,-1.6571248,3.521177515,0.448576229,0.503011857,1,0.317070421,0
WBGene00000030,1.136110954,-0.429676575,2.165306969,0.039255398,0.84294355,1,0.742428205,0
WBGene00000031,19.01289124,3.027120219,1.114385297,6.570867699,0.01036614,0.048989178,8.15180883,1.309899849
WBGene00000033,4.570115626,0.89063322,1.322055585,0.448416927,0.503087691,0.670149177,1.853989688,0.173828511
WBGene00000034,18.96123403,2.131658069,0.872622405,5.635922031,0.017596088,0.072817343,4.382208322,1.137765171
WBGene00000035,93.48749018,-0.173801674,0.3583373,0.235068253,0.627790997,0.764122626,0.886503558,0.11683694
WBGene00000036,253.4741547,-0.419389168,0.311639118,1.804630506,0.179153696,0.349651391,0.747741148,0.45636474
WBGene00000037,48.99358999,1.104656418,0.613050499,3.185712404,0.074284611,0.197921583,2.150476577,0.703506844
WBGene00000038,16.41507446,-1.226793307,0.548270492,4.966643013,0.025840754,0.096114261,0.42726608,1.017212168
WBGene00000039,110.9153793,1.541116174,0.812690583,3.445298725,0.063431954,0.178332028,2.910195702,0.748770651
WBGene00000040,2467.03862,-0.112790037,0.169499511,0.442659714,0.50584151,0.67237855,0.924797859,0.17238615
WBGene00000041,12613.86096,-0.284025546,0.06324188,20.13838462,7.20E-06,0.000114485,0.821296158,3.941251066
WBGene00000042,13.41033808,-0.579716669,0.842387339,0.470355117,0.492823843,0.660530689,0.669095168,0.180107
WBGene00000043,5.554252964,-0.654878468,1.028642463,0.403394529,0.525341367,0.6882839,0.635128992,0.162232389
WBGene00000044,8.385185993,0.002740951,0.818667745,0.000346808,0.985142036,0.991210031,1.001901688,0.003834312
WBGene00000046,10.09489693,0.903826004,0.689295008,1.716684544,0.190120377,0.362529043,1.871021328,0.440657195
WBGene00000047,21.02764364,-1.037880846,0.977563144,1.107696501,0.292583227,0.477689977,0.487042358,0.320853871
WBGene00000048,11.65955297,0.474804333,0.747178452,0.401815918,0.526152928,0.688889909,1.389729724,0.161850177
WBGene00000049,5.536653678,0.807582493,1.078131709,0.558140163,0.455010571,0.629157454,1.750276067,0.201240654
WBGene00000050,19.56211832,0.702099523,0.462764814,2.304723283,0.128981249,0.283651338,1.626870621,0.547215164
WBGene00000051,36.71994899,0.557533214,0.407155932,1.871391797,0.17131576,0.339907115,1.471750598,0.468639744
WBGene00000053,2.000106904,0.930737941,2.380344876,0.152144007,0.696494831,1,1.906250797,0
WBGene00000054,37.77228209,-0.606346348,0.454301991,1.772347094,0.183091874,0.354342262,0.656858103,0.450577047
WBGene00000055,40.53874117,-0.848044948,0.382153426,4.885690518,0.0270802,0.099257332,0.555537056,1.003237402
WBGene00000056,25.18543728,-0.149346918,0.638653531,0.054646747,0.815166307,0.894977143,0.901658535,0.048188056
WBGene00000057,54.09406727,-0.632107425,0.286418819,4.856635668,0.027539989,0.10043064,0.645233199,0.99813377
WBGene00000058,10.84076156,0.442398172,0.8999676,0.240276327,0.624006608,0.761563945,1.358861267,0.118293625
WBGene00000059,11.15056173,-0.192679159,0.665271755,0.083879868,0.772106801,0.866248833,0.87497933,0.062357338
WBGene00000060,13.77460459,-0.34598564,0.814734361,0.180217236,0.671186618,0.795969759,0.786770277,0.099103432
WBGene00000061,7.582056685,0.170918776,0.983227732,0.030192022,0.862055247,0.921429128,1.125775203,0.035538063
WBGene00000063,12822.47982,-0.655368426,0.126538712,26.59904505,2.50E-07,5.89E-06,0.63491333,5.230049251
WBGene00000064,22950.44216,-0.445965948,0.110418324,16.24860928,5.56E-05,0.000674996,0.734092644,3.170698509
WBGene00000065,22000.08762,-0.767926353,0.134123842,32.40381067,1.25E-08,3.95E-07,0.587260964,6.403066192
WBGene00000066,17360.37162,-0.490971713,0.19045252,6.613855794,0.010118833,0.048176957,0.711545682,1.317160638
WBGene00000067,2512.095456,-1.444050955,0.625136573,5.12789663,0.023544243,0.090002057,0.367533853,1.045747564
WBGene00000068,167.1782267,-0.279184968,0.318029338,0.769501825,0.380371211,0.561223749,0.824056426,0.25086396
WBGene00000069,18.35514596,0.159083239,0.547133828,0.084539119,0.771237851,0.865703014,1.116577383,0.06263107
WBGene00000070,145.853679,-0.012373393,0.36310167,0.001163027,0.972794877,0.984915963,0.991460092,0.006600824
WBGene00000071,127.4626428,0.479064529,0.365014247,1.716189154,0.190184324,0.362529043,1.393839581,0.440657195
WBGene00000072,105.4527405,0.430679128,0.397324384,1.170939303,0.279208323,0.463688909,1.347867917,0.333773292
WBGene00000073,349.1788011,0.045825934,0.145403629,0.099355662,0.75260424,0.853900848,1.032273981,0.068592555
WBGene00000074,488.3040844,0.58888337,0.132711082,19.618408,9.46E-06,0.00014574,1.504082154,3.836421822
WBGene00000075,407.4887723,0.123258138,0.189699202,0.42205588,0.515912979,0.680143202,1.089191884,0.167399638
WBGene00000079,1847.174158,0.095729186,0.125694644,0.579915485,0.44634545,0.620925694,1.06860538,0.206960369
WBGene00000080,2228.381512,-0.063652729,0.074492847,0.730129438,0.392841236,0.573059232,0.956838451,0.241800486
WBGene00000081,1737.47484,0.386458686,0.226487202,2.902956411,0.088417253,0.221707766,1.307180789,0.654219094
WBGene00000082,28.2292603,-0.681078678,0.398494067,2.918293952,0.087580417,0.220411642,0.623698771,0.656765469
WBGene00000083,766.636439,-0.982235509,0.244095526,15.90689915,6.65E-05,0.000785274,0.506194764,3.104979055
WBGene00000084,77.800466,-0.173170854,0.390529258,0.196486634,0.657571806,0.785704341,0.886891267,0.104740847
WBGene00000085,16.8125118,-0.03803129,0.534615688,0.00506391,0.943269496,0.968238063,0.973983144,0.014017848
WBGene00000086,175.8013271,0.667902616,0.280698598,5.622689534,0.017729421,0.073080823,1.588761553,1.136196573
WBGene00000088,197.9789526,0.878563862,0.215745908,16.4271217,5.06E-05,0.000622432,1.838544202,3.205907912
WBGene00000089,61.17464129,0.649589245,0.287787975,5.08642421,0.024113863,0.09160493,1.568721496,1.038081152
WBGene00000090,2425.708226,0.105266836,0.109693402,0.92089115,0.337241094,0.520817265,1.075693329,0.283314628
WBGene00000092,534.8982614,0.538953517,0.175418305,9.40171865,0.002167821,0.014384058,1.452918237,1.84211858
WBGene00000093,412.6872014,-0.081371515,0.120973215,0.452441785,0.501177665,0.668066879,0.945158694,0.175180059
WBGene00000094,742.2641884,-0.233266241,0.153795797,2.299135568,0.129446022,0.284397147,0.850706722,0.546074765
WBGene00000095,374.4844416,0.374769103,0.153033428,5.992503574,0.014366798,0.062367647,1.296632017,1.205040642
WBGene00000096,13.92233303,0.286930104,0.715243136,0.161354647,0.687912377,0.807285707,1.2200414,0.092972737
WBGene00000097,973.4902826,-0.198683665,0.148892773,1.77999162,0.182150355,0.353351173,0.871345228,0.451793463
WBGene00000098,4565.685929,-0.1475638,0.089184414,2.736665617,0.098069205,0.237527751,0.902773641,0.624285643
WBGene00000099,1895.620101,-0.010963368,0.094088483,0.013623671,0.907081557,0.948443136,0.992429573,0.022988702
WBGene00000100,1768.180617,0.596585706,0.195169664,9.28031082,0.002316301,0.01513476,1.512133701,1.820024465
WBGene00000101,6188.954052,-0.107142773,0.104267289,1.055668597,0.304205161,0.489502465,0.928424968,0.310245117
WBGene00000102,4741.426503,0.100748895,0.098555175,1.044844031,0.306697548,0.492313105,1.072329958,0.307758604
WBGene00000103,415.6489386,1.590064461,0.229921848,45.99865226,1.18E-11,6.82E-10,3.010628009,9.166329556
WBGene00000105,1117.542037,0.211900344,0.183076511,1.338595337,0.247281835,0.429201521,1.158212798,0.367338748
WBGene00000106,1410.752221,0.041655126,0.135500146,0.094554968,0.75846441,0.857745241,1.029294003,0.066641683
WBGene00000107,7577.616612,0.87772033,0.155743791,31.2912577,2.22E-08,6.53E-07,1.837469534,6.185192115
WBGene00000109,2268.767307,0.071187098,0.117781999,0.365313594,0.545569909,0.705447626,1.050580781,0.151535224
WBGene00000110,2191.240476,0.120862964,0.102283987,1.396035381,0.237388507,0.41816797,1.087385099,0.378649236
WBGene00000111,119.2217536,1.314473465,0.465751443,7.742889239,0.005392445,0.029875279,2.487115428,1.524688037
WBGene00000112,2208.328354,-1.149005816,0.092388829,151.4234794,8.47E-35,3.73E-32,0.450935871,31.42857977
WBGene00000113,826.5077391,0.329232797,0.123289627,7.119970247,0.007622997,0.038900609,1.256345092,1.410043604
WBGene00000114,13471.0642,-0.107702082,0.101295257,1.130211515,0.287730227,0.472689004,0.928065103,0.3254245
WBGene00000115,3260.911152,-1.651754406,0.149496249,116.2553139,4.18E-27,1.30E-24,0.318252906,23.88662351
WBGene00000116,298.1496683,-1.880582936,0.337417295,29.3136996,6.16E-08,1.64E-06,0.271573961,5.785333573
WBGene00000117,1039.403931,0.127974328,0.082217757,2.421701192,0.119664914,0.269522468,1.092758294,0.569405026
WBGene00000118,540.9517746,-1.038764774,0.253126215,16.51990506,4.81E-05,0.000597346,0.486744042,3.223774367
WBGene00000120,428.9251802,0.974272985,0.389520905,6.148271201,0.013154062,0.058399024,1.964650905,1.233594407
WBGene00000121,6144.106724,-0.115191223,0.09800009,1.381388511,0.239864775,0.421557965,0.923259928,0.375142701
WBGene00000122,5733.667594,-0.090317748,0.0739054,1.493331313,0.221700306,0.399458876,0.939315846,0.398527924
WBGene00000123,5092.159773,0.126451396,0.140724852,0.807152577,0.368963433,0.550768109,1.09160537,0.259031215
WBGene00000133,110.7971369,0.40216137,0.49053043,0.669950764,0.413068774,0.591671914,1.32148621,0.227919045
WBGene00000134,10.23688853,1.00408877,0.887172304,1.264395461,0.260820727,0.443851833,2.005676279,0.352761983
WBGene00000135,22.37605067,-0.069764906,0.59524772,0.013906841,0.906125287,0.947818536,0.952793247,0.023274802
WBGene00000136,222.5047827,-1.638369893,0.353100898,20.59936154,5.66E-06,9.31E-05,0.321219216,4.03125334
WBGene00000137,347.33187,0.218126068,0.183100222,1.419513662,0.233483469,0.414097331,1.163221684,0.382897568
WBGene00000138,194.2309094,-0.849618983,0.256607732,10.84391117,0.000991211,0.007643552,0.554931275,2.116704748
WBGene00000139,75.28652791,0.062442242,0.387666495,0.026015794,0.871861752,0.927169301,1.044231976,0.032840956
WBGene00000140,3591.02117,-0.566293497,0.205540828,7.543230546,0.006023595,0.032582421,0.675349638,1.487016645
WBGene00000142,2690.560291,-0.227711715,0.107437927,4.488124753,0.034131098,0.117108541,0.853988345,0.93141143
WBGene00000143,2287.676528,-0.192849117,0.076043269,6.427677257,0.011235542,0.05206995,0.874876258,1.28341284
WBGene00000144,717.5667937,0.087219859,0.126630535,0.47430311,0.491014169,0.659576913,1.062321066,0.180734554
WBGene00000145,665.252894,0.075119481,0.116806544,0.413748996,0.52007277,0.684090407,1.053448276,0.164886499
WBGene00000146,4140.572787,-0.030117007,0.104806059,0.082583382,0.773826545,0.867129921,0.979340867,0.061915828
WBGene00000147,769.245862,0.080364609,0.096761165,0.690426625,0.406019308,0.585065108,1.057285212,0.232795801
WBGene00000148,1185.118772,-0.141178346,0.107415226,1.727254724,0.188761875,0.360613926,0.906778226,0.442957505
WBGene00000149,2584.21143,0.095993088,0.192182383,0.249429776,0.617476876,0.756800828,1.068800871,0.121018402
WBGene00000150,429.4337949,0.580294631,0.143382027,16.30402309,5.39E-05,0.000657053,1.495154562,3.182399308
WBGene00000151,2158.945692,-0.146030351,0.088934631,2.6958008,0.100612927,0.241084597,0.903733714,0.617830537
WBGene00000155,4586.349372,-0.159346052,0.120736282,1.741073211,0.187002901,0.358810968,0.895430862,0.445134291
WBGene00000156,3344.830399,0.251511665,0.101970183,6.07740687,0.013692161,0.060281271,1.190453827,1.219817596
WBGene00000157,239.5146538,-0.240797816,0.230518853,1.090645242,0.296328288,0.481437864,0.846277189,0.317459756
WBGene00000158,2264.903764,0.053183303,0.069649525,0.582969181,0.445150844,0.619644657,1.037551755,0.207857291
WBGene00000159,1026.35272,-0.162833431,0.089862007,3.282249001,0.0700329,0.190369879,0.893268981,0.720401766
WBGene00000160,2363.012699,0.058771586,0.102619938,0.328041523,0.566814592,0.72111306,1.041578508,0.141996639
WBGene00000161,971.8374604,0.072523313,0.13635047,0.283058816,0.594703334,0.742111235,1.051554273,0.129530993
WBGene00000162,1712.180124,-0.046940194,0.100618219,0.217677486,0.640815284,0.773498756,0.967987153,0.11154038
WBGene00000163,2865.804085,0.198283497,0.081401924,5.930618822,0.014880016,0.06396469,1.147332459,1.1940597
WBGene00000164,280.4904544,0.274453668,0.237441033,1.334970277,0.247922921,0.429890424,1.209535965,0.366642229
WBGene00000165,1542.491503,-0.066153377,0.119514562,0.306380035,0.579910082,0.730884128,0.955181383,0.136151469
WBGene00000166,21.6515053,-0.418222456,0.471450671,0.78660811,0.375127733,0.55619584,0.748346094,0.254772264
WBGene00000168,2700.547425,0.050059428,0.120970825,0.171240441,0.679011733,0.801705152,1.03530757,0.095985325
WBGene00000169,1000.511734,2.517364751,0.613712297,15.06596722,0.000103818,0.001148642,5.725353416,2.939815136
WBGene00000170,1570.153817,1.776126561,0.737485393,5.468675311,0.019360295,0.07776017,3.42505359,1.1092428
WBGene00000171,4.776451972,0.651954009,1.553596423,0.17466297,0.676000497,0.799676253,1.571294942,0.0970858
WBGene00000172,76.36651704,-0.440753181,0.422303847,1.08581855,0.297399544,0.482718272,0.736749877,0.316306262
WBGene00000173,1.977583765,0.2154121,1.978688093,0.011842389,0.913343085,1,1.161035512,0
WBGene00000174,10.61797119,0.07123115,0.705393926,0.010244824,0.919378425,0.954998764,1.050612861,0.019997191
WBGene00000175,1729.743781,-1.599543274,0.28127481,30.84381653,2.80E-08,8.06E-07,0.329981426,6.093852874
WBGene00000176,1070.242777,-2.943001517,0.351681354,60.85010405,6.16E-15,5.42E-13,0.130037397,12.2658683
WBGene00000177,65.24786485,-0.172431698,0.329415821,0.27394014,0.600700856,0.745490229,0.887345777,0.127558044
WBGene00000178,713.2966017,0.269082118,0.156021243,2.970802639,0.084779781,0.215589091,1.205040904,0.666373218
WBGene00000179,392.5776813,-0.946422674,0.158140451,35.38814135,2.70E-09,9.60E-08,0.518917583,7.01787534
WBGene00000180,221.3074066,-0.090256257,0.218313544,0.17097146,0.67924988,0.801798932,0.939355882,0.095934526
WBGene00000181,2839.05889,-0.261718915,0.096940108,7.279328994,0.006975259,0.036428139,0.834093537,1.438563014
WBGene00000182,6502.435041,-0.328218742,0.077898149,17.71734734,2.56E-05,0.000349762,0.796519318,3.456227297
WBGene00000183,5227.787713,-0.225335603,0.052305136,18.54591335,1.66E-05,0.000240005,0.855396018,3.619779052
WBGene00000184,802.9599496,-0.11319973,0.114156821,0.983131674,0.321426867,0.505208681,0.924535274,0.296529195
WBGene00000186,1157.086498,0.055629766,0.133273585,0.174297482,0.676320404,0.799723642,1.039312686,0.097060065
WBGene00000187,979.2790184,-0.042925629,0.090174281,0.226760002,0.633936715,0.768415488,0.970684507,0.11440389
WBGene00000188,39.64108209,0.80984426,0.516054469,2.447516099,0.117711004,0.266828449,1.753022193,0.573767868
WBGene00000189,573.405719,0.09337459,0.138696912,0.453515409,0.500670253,0.667771057,1.066862752,0.175372408
WBGene00000190,22.24666093,-0.122186713,0.655757468,0.034709535,0.852205624,0.915408997,0.918793966,0.038384823
WBGene00000191,13.56282612,-0.12924765,0.820416341,0.025036422,0.87427634,0.928416902,0.914308128,0.032256962
WBGene00000192,2997.58834,-0.130405942,0.08006013,2.652678083,0.103375607,0.245172885,0.913574355,0.610527562
WBGene00000193,7.448986898,2.645964745,1.036945005,6.32712729,0.011890477,0.05446794,6.2591413,1.263859049
WBGene00000195,270.1778318,0.549029211,0.157036847,12.19991773,0.000477916,0.004176824,1.463100844,2.379153778
WBGene00000196,993.9616544,-0.121269092,0.120083978,1.019519449,0.312633024,0.49695729,0.919378547,0.303680934
WBGene00000197,6229.805694,-0.019676938,0.097649306,0.040605952,0.840300448,0.909386393,0.986453576,0.041251548
WBGene00000198,2390.553872,-0.44219571,0.108419123,16.57655376,4.67E-05,0.0005858,0.73601358,3.232250981
WBGene00000199,1786.447901,0.019625028,0.082634254,0.056431876,0.812227076,0.892851041,1.013695975,0.049220991
WBGene00000200,2645.071325,0.082453853,0.066876782,1.519684351,0.217667267,0.395203144,1.058817432,0.403179609
WBGene00000201,1892.071436,0.125092317,0.090883769,1.893888906,0.168763943,0.336656764,1.090577516,0.472812655
WBGene00000202,1235.535083,-0.035193382,0.115068405,0.093541445,0.759722314,0.858310166,0.97590094,0.066355744
WBGene00000203,957.337344,0.033463213,0.104773791,0.10203023,0.749406749,0.851390976,1.023466026,0.069870957
WBGene00000204,1373.905478,0.068448536,0.106817949,0.410856853,0.521534921,0.684830821,1.048588432,0.164416702
WBGene00000205,869.2090111,0.203167591,0.093687609,4.70247962,0.030119134,0.107268526,1.151223216,0.969527688
WBGene00000206,6608.268473,-0.007140692,0.068831196,0.010762686,0.917373013,0.953853625,0.995062678,0.020518265
WBGene00000207,3489.770942,-0.470338867,0.173822899,7.28959263,0.00693552,0.036316363,0.721795039,1.439897647
WBGene00000208,1254.895285,0.678256548,0.098621965,46.99579425,7.11E-12,4.29E-10,1.600204789,9.367954542
WBGene00000209,3552.950418,-0.251337422,0.087387216,8.261706967,0.004049004,0.023962684,0.84011724,1.620464543
WBGene00000210,2247.475411,-0.467475507,0.233393193,3.994467361,0.045649879,0.142836163,0.72322903,0.845161826
WBGene00000211,124.8086935,0.424913571,0.366986176,1.336796594,0.247599686,0.429509008,1.342492075,0.367027723
WBGene00000212,102.909218,1.185211371,0.41019285,8.170175989,0.004258477,0.024907928,2.273967083,1.603662407
WBGene00000213,645.2373771,0.508116292,0.280435941,3.267497748,0.070665332,0.191367662,1.422192045,0.718131449
WBGene00000214,16265.50227,1.149710385,0.243866043,21.66393583,3.25E-06,5.63E-05,2.218693506,4.249382584
WBGene00000215,3435.501462,0.470267254,0.255711474,3.367301341,0.066502607,0.183961909,1.385366078,0.735272092
WBGene00000216,8566.605564,1.257505816,0.204314147,36.75006442,1.34E-09,5.18E-08,2.390820496,7.285918257
WBGene00000217,3448.010531,0.58324919,0.191176462,9.246796334,0.002359078,0.015357266,1.498219693,1.813686086
WBGene00000218,5505.467831,1.614916491,0.186966211,71.07979311,3.43E-17,3.91E-15,3.062938695,14.40774518
WBGene00000219,13472.72747,2.441318719,0.378366684,37.45557889,9.35E-10,3.74E-08,5.431379683,7.426903952
WBGene00000220,117.2573209,2.880400434,0.808473199,11.14697161,0.00084169,0.006691707,7.363544747,2.174463057
WBGene00000221,560.1345859,-0.620927715,0.204745087,9.132772866,0.002510709,0.016232485,0.650252653,1.789614978
WBGene00000222,289.639928,0.418272099,0.248661327,2.822730244,0.092938195,0.228843154,1.336326092,0.640462075
WBGene00000223,4577.198907,-0.226997257,0.079827505,8.078633481,0.004479021,0.025873163,0.854411366,1.587150481
WBGene00000224,622.6969701,1.039149504,0.158724321,42.15149598,8.45E-11,4.25E-09,2.055015825,8.371719396
WBGene00000225,326.7113897,-0.424801402,0.13502606,9.878426001,0.001672279,0.01164715,0.744941272,1.933780343
WBGene00000226,2993.121189,-0.189633957,0.122444063,2.396934267,0.121573294,0.272388129,0.876828163,0.564811823
WBGene00000227,1646.158682,0.550044324,0.101996286,28.94707116,7.44E-08,1.95E-06,1.464130678,5.708950239
WBGene00000228,1937.753402,-0.735649943,0.195558367,14.00463168,0.000182361,0.001853437,0.600547414,2.732022218
WBGene00000229,40502.55712,-0.080257519,0.120115895,0.446386921,0.504055761,0.670986707,0.945888792,0.173286084
WBGene00000230,8479.711297,-0.047170527,0.112862577,0.174666842,0.67599711,0.799676253,0.967832622,0.0970858
WBGene00000231,4728.783297,0.085505117,0.125627422,0.463188688,0.496137494,0.663680759,1.061059175,0.178040773
WBGene00000232,77.0995958,-0.265156341,0.299641919,0.782982269,0.376230605,0.557033633,0.832108557,0.254118582
WBGene00000233,191.0782895,-0.344124061,0.282278823,1.482747622,0.223345126,0.40132723,0.787786139,0.396501372
WBGene00000235,2265.567839,-0.035571747,0.059836447,0.35343462,0.552175285,0.711029451,0.975645031,0.148112411
WBGene00000236,1169.536855,-0.146319523,0.082985734,3.108283617,0.077895007,0.203671022,0.903552589,0.691070758
WBGene00000237,317.8535649,1.076594323,0.180456094,35.06524118,3.19E-09,1.11E-07,2.109051499,6.953588637
WBGene00000238,157.432717,0.398765323,0.472961324,0.708636106,0.399896964,0.579828641,1.318379142,0.236700336
WBGene00000239,227.8790889,-1.212404292,0.229837187,27.25708382,1.78E-07,4.34E-06,0.431548828,5.362864648
WBGene00000240,1007.405467,-1.255821056,0.190086996,42.46103369,7.21E-11,3.69E-09,0.41875518,8.433507072
WBGene00000241,11.44450591,0.567301616,0.815096746,0.482633829,0.487231716,0.656059743,1.481749546,0.183056611
WBGene00000242,14.80532271,1.027951583,0.863873688,1.396909865,0.237241646,0.418167829,2.039126931,0.378649382
WBGene00000244,17.03276241,0.246727666,0.619790892,0.158315612,0.69071205,0.809277778,1.186512801,0.091902385
WBGene00000245,350.8162874,-0.298607503,0.204085187,2.137336396,0.143751295,0.304510597,0.813036765,0.51639759
WBGene00000246,42.86908651,-1.628460416,0.433547917,13.75724254,0.000208017,0.002070373,0.323433178,2.683951501
WBGene00000247,965.0470357,0.184063772,0.138879487,1.756188049,0.185100696,0.356456068,1.136079482,0.447993988
WBGene00000248,795.7235392,-0.309988621,0.129957374,5.681640079,0.017143336,0.071464391,0.806648121,1.145910301
WBGene00000249,1260.134495,-0.120657456,0.10319777,1.36736647,0.242264876,0.423789685,0.919768404,0.372849618
WBGene00000250,1048.995982,0.089714407,0.115573202,0.602591856,0.437590821,0.612998546,1.064159502,0.212540555
WBGene00000251,11.78083034,-2.725593357,0.850474403,9.87130737,0.001678762,0.011666658,0.151187068,1.93305353
WBGene00000252,9.154252302,-2.424131356,1.230553434,3.62551026,0.056900121,0.165976145,0.186321833,0.779954326
WBGene00000253,390.6255257,-0.575863348,0.194761303,8.693414153,0.003193619,0.01971285,0.670884656,1.705250584
WBGene00000254,4833.753787,-0.040106525,0.089629965,0.200226465,0.654538112,0.783675108,0.972583132,0.105863947
WBGene00000255,9.759775012,-0.851914902,0.75948267,1.249395638,0.263667939,0.447208145,0.554048854,0.349490296
WBGene00000256,226.0928592,-3.907190467,1.256753649,7.691172331,0.005549157,0.030508811,0.066652811,1.515574717
WBGene00000257,2960.48691,-0.008432011,0.084142077,0.010047356,0.920156569,0.955556484,0.994172422,0.019743636
WBGene00000259,1216.683855,0.101134384,0.131586893,0.590633363,0.442174306,0.617127796,1.072616524,0.209624892
WBGene00000262,207.7962341,0.430105101,0.289515808,2.202525556,0.137784829,0.296147669,1.347331727,0.528491682
WBGene00000263,4789.675905,-0.191951872,0.088371347,4.714382443,0.029911307,0.106816468,0.875420533,0.971361788
WBGene00000264,1122.594104,-0.230485207,0.100402039,5.266658813,0.021737697,0.084731564,0.852348182,1.071954779
WBGene00000265,1019.905374,-0.265388404,0.096639253,7.534821129,0.006051775,0.032693613,0.831974719,1.48553708
WBGene00000266,295.3304577,-0.093126641,0.340702008,0.074706017,0.784604157,0.874203844,0.9374888,0.058387288
WBGene00000267,49.77968293,0.475211642,0.500158443,0.898779964,0.343109059,0.526087864,1.390122134,0.278941717
WBGene00000268,1912.964817,-0.106661286,0.095236439,1.254076765,0.262775263,0.44604998,0.928734874,0.350616476
WBGene00000269,466.2972959,0.359958034,0.139588811,6.640966054,0.009965988,0.047666737,1.283388565,1.321784576
WBGene00000270,492.6973782,-0.152265771,0.13251574,1.319537778,0.250675022,0.433004003,0.899836148,0.363508088
WBGene00000271,1988.906191,-0.108737696,0.084621094,1.650919583,0.198833817,0.373274046,0.927399146,0.427972206
WBGene00000272,9.567988717,5.921123733,1.696124567,10.6129415,0.001122989,0.008441063,60.59486909,2.073602856
WBGene00000273,5350.642081,-0.195797629,0.178126811,1.2073521,0.271857166,0.456262769,0.873090053,0.340784968
WBGene00000274,2465.487478,0.064700447,0.093268125,0.481291321,0.487837983,0.656625284,1.045867759,0.182682399
WBGene00000275,4976.606653,-0.26725124,0.084485644,9.993775701,0.001570702,0.011066152,0.830901151,1.956003358
WBGene00000276,2558.85361,0.016878529,0.07010224,0.058039858,0.809621284,0.891050167,1.011768009,0.050097844
WBGene00000277,1658.435797,0.000596515,0.142417647,1.83E-05,0.996588358,0.997280695,1.000413558,0.001182588
WBGene00000279,48.21990633,0.25353515,0.440040522,0.331347167,0.564866902,0.720359536,1.192124697,0.14245069
WBGene00000280,14.10152359,0.214230184,0.798089076,0.071927486,0.788550762,0.876376682,1.160084733,0.057309186
WBGene00000281,393.2728623,-1.010081397,0.220486261,20.63639158,5.55E-06,9.18E-05,0.496518233,4.036941833
WBGene00000282,829.0664156,-3.685116268,0.18226254,352.438604,1.25E-78,3.95E-75,0.077744463,74.40297353
WBGene00000283,185.756899,-2.030382373,0.196014825,104.3377555,1.71E-24,4.38E-22,0.244790186,21.35830764
WBGene00000284,45.62565366,-0.098359893,0.385547811,0.065083252,0.798634901,0.883006769,0.9340943,0.054035967
WBGene00000285,96.74174566,0.047828475,0.242555225,0.039096671,0.843257269,0.910717832,1.033707829,0.04061616
WBGene00000286,112.4286495,0.691937757,0.334789562,4.236919095,0.039553883,0.129669793,1.615451858,0.887161182
WBGene00000287,33.60473122,-0.680220965,0.598276733,1.284028308,0.257151381,0.440112728,0.624069684,0.356436072
WBGene00000288,69.45722432,-0.418942685,0.360124349,1.350961725,0.245110057,0.426506573,0.747972594,0.370074271
